Accident_ID,Date,Time_Slot,State,City,Road_Type,Weather,Vehicle_Type,Driver_Age,Alcohol_Involved,Helmet_Used,Estimated_Speed,Casualties,Deaths,Accident_Severity
ACC001022,30-12-2024,Night,Chhattisgarh,Bhilai,City Road,Foggy,Two-Wheeler,29,No,No,22,1,0,Minor
ACC001023,19-12-2025,Night,Gujarat,Vadodara,City Road,Clear,Two-Wheeler,28,No,Yes,53,1,1,Fatal
ACC001024,22-02-2024,Afternoon,Telangana,Nizamabad,Village Road,Clear,Truck,16,Yes,NA,54,1,0,Minor
ACC001025,01-09-2024,Morning,Kerala,Thiruvananthapuram,Arterial Road,Rainy,Car,46,No,NA,58,2,0,Major
ACC001026,29-03-2023,Evening,Maharashtra,Nashik,Arterial Road,Clear,Car,46,No,NA,54,2,1,Fatal
ACC001027,20-10-2025,Morning,Karnataka,Hubli,City Road,Cloudy,Two-Wheeler,32,No,No,40,2,0,Major
ACC001028,05-07-2023,Evening,Goa,Panaji,Arterial Road,Clear,Truck,36,No,NA,40,3,0,Minor
ACC001029,14-12-2024,Morning,Bihar,Bhagalpur,Flyover,Clear,Two-Wheeler,37,No,Yes,57,1,0,Minor
ACC001030,23-08-2023,Afternoon,Rajasthan,Jodhpur,State Road,Rainy,Car,39,No,NA,65,0,0,Property Damage
ACC001031,13-04-2024,Evening,Assam,Silchar,City Road,Clear,Truck,18,No,NA,69,2,0,Minor
ACC001032,17-11-2024,Morning,Uttar Pradesh,Ghaziabad,State Road,Clear,Two-Wheeler,42,No,Yes,63,2,1,Fatal
ACC001033,16-01-2024,Night,Karnataka,Mangaluru,Highway,Clear,Car,21,No,NA,60,1,0,Minor
ACC001034,28-08-2025,Afternoon,Madhya Pradesh,Gwalior,Village Road,Clear,Car,45,No,NA,53,4,1,Fatal
ACC001035,14-09-2023,Night,,Chandigarh,City Road,Rainy,Car,22,Yes,NA,51,6,2,Fatal
ACC001036,15-08-2024,Night,Odisha,Rourkela,Arterial Road,Rainy,Auto-Rickshaw,19,Yes,NA,49,4,0,Minor
ACC001037,03-06-2023,Morning,Bihar,Bhagalpur,City Road,Clear,Car,36,No,NA,44,2,0,Minor
ACC001038,30-08-2023,Evening,Uttar Pradesh,Kanpur,Arterial Road,Clear,Two-Wheeler,35,No,Yes,39,0,0,Property Damage
ACC001039,11-10-2023,Morning,Maharashtra,Pune,Highway,Clear,Two-Wheeler,37,No,Yes,66,5,2,Fatal
ACC001040,17-07-2022,Night,Haryana,Panipat,State Road,Clear,Car,24,No,NA,62,2,0,Minor
ACC001041,02-06-2022,Evening,Rajasthan,Udaipur,State Road,Rainy,Two-Wheeler,39,No,Yes,37,2,0,Minor
ACC001042,11-09-2024,Afternoon,,North Delhi,City Road,Rainy,Truck,40,No,NA,58,2,1,Fatal
ACC001043,26-08-2024,Afternoon,Jharkhand,Ranchi,City Road,Clear,Two-Wheeler,51,No,Yes,44,1,0,Minor
ACC001044,05-09-2024,Evening,Gujarat,Rajkot,Highway,Cloudy,Two-Wheeler,38,No,Yes,47,3,0,Major
ACC001045,02-02-2022,Morning,Chhattisgarh,Raipur,Highway,Clear,Two-Wheeler,28,No,Yes,71,4,0,Major
ACC001046,08-05-2023,Evening,,Puducherry,State Road,Cloudy,Auto-Rickshaw,18,No,NA,83,5,0,Minor
ACC001047,21-10-2022,Morning,Gujarat,Ahmedabad,Highway,Clear,Truck,16,No,NA,101,4,1,Fatal
ACC001048,16-02-2025,Night,Haryana,Panipat,City Road,Clear,Car,40,No,NA,38,0,0,Property Damage
ACC001049,27-06-2025,Morning,,North Delhi,Village Road,Rainy,Two-Wheeler,46,No,No,46,3,0,Minor
ACC001050,26-12-2022,Night,Karnataka,Hubli,City Road,Clear,Auto-Rickshaw,24,No,NA,46,6,2,Fatal
ACC001051,11-09-2024,Morning,Mizoram,Aizawl,Highway,Rainy,Auto-Rickshaw,39,No,NA,57,4,2,Fatal
ACC001052,22-07-2022,Night,Tamil Nadu,Madurai,State Road,Clear,Two-Wheeler,34,No,No,44,1,0,Minor
ACC001053,12-02-2023,Evening,Haryana,Panipat,Arterial Road,Rainy,Truck,45,No,NA,29,1,0,Minor
ACC001054,04-08-2022,Night,Jharkhand,Jamshedpur,Arterial Road,Clear,Auto-Rickshaw,47,No,NA,39,1,0,Minor
ACC001055,26-02-2023,Night,Bihar,Bhagalpur,City Road,Clear,Two-Wheeler,16,No,No,46,1,0,Minor
ACC001056,21-09-2024,Afternoon,Andhra Pradesh,Guntur,Highway,Clear,Two-Wheeler,49,No,No,62,3,1,Fatal
ACC001057,01-09-2025,Morning,Bihar,Patna,Village Road,Clear,Car,39,No,NA,53,0,0,Property Damage
ACC001058,27-10-2022,Afternoon,Maharashtra,Aurangabad,Highway,Cloudy,Two-Wheeler,29,No,Yes,91,2,0,Major
ACC001059,11-03-2024,Evening,Madhya Pradesh,Jabalpur,Highway,Clear,Truck,29,No,NA,94,1,0,Minor
ACC001060,25-10-2024,Evening,Karnataka,Bengaluru,State Road,Cloudy,Car,36,No,NA,50,1,1,Fatal
ACC001061,27-10-2025,Evening,Bihar,Patna,Village Road,Cloudy,Two-Wheeler,29,No,No,61,8,0,Major
ACC001062,26-06-2024,Morning,West Bengal,Howrah,Village Road,Rainy,Two-Wheeler,24,No,No,47,4,1,Fatal
ACC001063,09-01-2023,Night,Madhya Pradesh,Bhopal,City Road,Clear,Truck,27,No,NA,38,3,1,Fatal
ACC001064,17-07-2024,Afternoon,Nagaland,Kohima,Highway,Clear,Two-Wheeler,22,No,Yes,71,4,0,Minor
ACC001065,28-04-2023,Night,Rajasthan,Jodhpur,Flyover,Cloudy,Two-Wheeler,54,Yes,No,43,6,2,Fatal
ACC001066,26-11-2025,Night,West Bengal,Durgapur,Arterial Road,Clear,Two-Wheeler,37,Yes,No,52,2,0,Minor
ACC001067,19-08-2023,Afternoon,West Bengal,Howrah,Highway,Clear,Bus,65,No,NA,40,4,1,Fatal
ACC001068,05-10-2024,Evening,Maharashtra,Mumbai,Highway,Clear,Two-Wheeler,,No,No,64,2,0,Minor
ACC001069,08-02-2022,Evening,Chhattisgarh,Bhilai,Arterial Road,Clear,Two-Wheeler,44,No,Yes,39,1,0,Minor
ACC001070,19-08-2023,Evening,Gujarat,Ahmedabad,Highway,Rainy,Truck,22,No,NA,86,2,0,Minor
ACC001071,17-07-2025,Evening,Uttar Pradesh,Noida,Highway,Clear,Two-Wheeler,33,No,No,72,6,0,Major
ACC001072,26-06-2024,Evening,,Srinagar,Arterial Road,,Truck,37,No,NA,47,0,0,Property Damage
ACC001073,16-10-2023,Evening,Uttarakhand,Nainital,Village Road,Clear,Two-Wheeler,28,No,Yes,71,3,0,Minor
ACC001074,05-10-2025,Night,Odisha,Cuttack,State Road,Rainy,Bus,30,Yes,NA,42,5,1,Fatal
ACC001075,18-06-2025,Afternoon,Meghalaya,Shillong,City Road,Rainy,Two-Wheeler,41,No,No,34,7,0,Major
ACC001076,01-05-2023,Night,,New Delhi,Village Road,Cloudy,Two-Wheeler,42,No,No,54,7,2,Fatal
ACC001077,15-03-2024,Night,Kerala,Kozhikode,State Road,Cloudy,Two-Wheeler,19,Yes,Yes,74,8,0,Major
ACC001078,16-12-2023,Night,Bihar,Gaya,State Road,Foggy,Auto-Rickshaw,40,No,NA,35,3,0,Minor
ACC001079,26-07-2024,Evening,Bihar,Bhagalpur,City Road,Rainy,Bus,43,No,NA,45,2,0,Minor
ACC001080,21-05-2023,Evening,Karnataka,Mangaluru,Highway,Clear,Two-Wheeler,28,No,Yes,65,6,0,Major
ACC001081,23-12-2022,Night,Madhya Pradesh,Gwalior,State Road,Cloudy,Two-Wheeler,27,Yes,No,60,1,0,Major
ACC001082,05-09-2025,Night,Tamil Nadu,Madurai,City Road,Rainy,Two-Wheeler,42,No,No,48,1,0,Minor
ACC001083,20-09-2025,Night,Haryana,Gurugram,Village Road,Rainy,Two-Wheeler,16,Yes,No,55,4,0,Major
ACC001084,04-06-2025,Night,Jharkhand,Ranchi,Village Road,Rainy,Two-Wheeler,36,No,Yes,56,0,0,Property Damage
ACC001085,29-11-2025,Evening,Chhattisgarh,Bhilai,Highway,Foggy,Auto-Rickshaw,57,No,NA,59,2,0,Minor
ACC001086,23-12-2024,Evening,Kerala,Kochi,Highway,Clear,Two-Wheeler,16,No,No,89,8,3,Fatal
ACC001087,25-01-2025,Evening,Madhya Pradesh,Gwalior,Arterial Road,Clear,Auto-Rickshaw,47,No,NA,55,2,0,Minor
ACC001088,21-01-2025,Night,Gujarat,Surat,Highway,Foggy,Two-Wheeler,43,No,Yes,69,1,0,Minor
ACC001089,02-12-2023,Night,Telangana,Nizamabad,Village Road,Foggy,Bus,17,No,NA,46,0,0,Property Damage
ACC001090,01-11-2023,Night,,New Delhi,Arterial Road,Clear,Car,43,No,NA,41,6,0,Major
ACC001091,17-12-2022,Night,Manipur,Imphal,Flyover,Cloudy,Two-Wheeler,49,No,No,50,5,1,Fatal
ACC001092,11-08-2024,Morning,,North Delhi,City Road,Rainy,Bus,21,No,NA,51,2,0,Minor
ACC001093,07-03-2023,Morning,Goa,Margao,Highway,Cloudy,Two-Wheeler,27,No,Yes,51,3,1,Fatal
ACC001094,14-01-2023,Night,,Srinagar,Flyover,Cloudy,Auto-Rickshaw,36,No,NA,51,2,0,Minor
ACC001095,24-05-2024,Night,Gujarat,Surat,State Road,Cloudy,Truck,49,Yes,NA,40,5,0,Major
ACC001096,02-09-2023,Night,Uttar Pradesh,Noida,Highway,Rainy,Pedestrian-Involved,29,No,NA,74,1,0,Minor
ACC001097,17-11-2022,Evening,Tamil Nadu,Madurai,Flyover,Clear,Bus,35,No,NA,26,0,0,Property Damage
ACC001098,20-04-2025,Night,Rajasthan,Kota,State Road,Clear,Two-Wheeler,27,Yes,No,52,6,1,Fatal
ACC001099,27-06-2025,Morning,Karnataka,Mangaluru,Arterial Road,Rainy,Two-Wheeler,36,No,Yes,42,5,0,Major
ACC001100,11-09-2022,Morning,Maharashtra,Aurangabad,Arterial Road,Rainy,Truck,50,No,NA,25,1,1,Fatal
ACC001101,13-01-2022,Morning,,East Delhi,Highway,Clear,Two-Wheeler,37,No,Yes,73,1,0,Minor
ACC001102,24-05-2023,Morning,Madhya Pradesh,Gwalior,Flyover,Clear,Car,31,No,NA,33,1,0,Minor
ACC001103,21-03-2025,Night,,Srinagar,City Road,Clear,Two-Wheeler,36,No,Yes,43,1,0,Major
ACC001104,29-05-2025,Evening,Chhattisgarh,Bhilai,Arterial Road,Clear,Truck,26,Yes,NA,39,0,0,Property Damage
ACC001105,03-08-2022,Night,Haryana,Gurugram,Highway,Rainy,Two-Wheeler,23,Yes,Yes,55,6,0,Major
ACC001106,10-02-2025,Afternoon,Punjab,Ludhiana,Arterial Road,Clear,Two-Wheeler,52,No,Yes,33,1,0,Minor
ACC001107,04-07-2022,Morning,Kerala,Kochi,Highway,Rainy,Bicycle,57,No,NA,54,2,0,Major
ACC001108,06-08-2023,Morning,Haryana,Faridabad,Highway,Rainy,Bus,16,No,NA,88,1,0,Minor
ACC001109,29-12-2025,Night,Maharashtra,Nagpur,City Road,Clear,Two-Wheeler,44,No,No,50,3,1,Fatal
ACC001110,14-10-2022,Morning,,East Delhi,Highway,Clear,Two-Wheeler,47,No,Yes,100,2,0,Major
ACC001111,24-08-2022,Afternoon,Kerala,Kochi,City Road,Cloudy,Truck,20,No,NA,50,3,0,Major
ACC001112,18-09-2023,Morning,Karnataka,Mangaluru,City Road,Rainy,Two-Wheeler,30,Yes,Yes,38,7,2,Fatal
ACC001113,09-07-2024,Afternoon,Odisha,Rourkela,Highway,Rainy,Car,28,No,NA,70,4,1,Fatal
ACC001114,02-10-2025,Evening,Haryana,Panipat,Village Road,Rainy,Truck,61,No,NA,40,3,0,Major
ACC001115,02-12-2025,Morning,Gujarat,Ahmedabad,State Road,Clear,Two-Wheeler,57,No,No,45,2,1,Fatal
ACC001116,26-04-2022,Night,Haryana,Panipat,Highway,Cloudy,Two-Wheeler,24,No,Yes,81,3,1,Fatal
ACC001117,03-08-2022,Night,Maharashtra,Mumbai,State Road,Cloudy,Two-Wheeler,17,No,No,81,4,0,Minor
ACC001118,09-03-2025,Night,Punjab,Amritsar,Highway,Foggy,Two-Wheeler,46,No,Yes,38,7,1,Fatal
ACC001119,04-02-2023,Afternoon,Karnataka,Mysuru,Highway,Clear,Car,43,No,NA,60,2,1,Fatal
ACC001120,29-07-2025,Evening,Karnataka,Hubli,Flyover,Rainy,Two-Wheeler,52,No,Yes,30,0,0,Property Damage
ACC001121,06-09-2024,Night,Maharashtra,Nashik,Highway,Clear,Bicycle,22,No,NA,78,0,0,Property Damage
ACC001122,29-06-2022,Afternoon,Kerala,Thrissur,State Road,Rainy,Truck,45,No,NA,56,4,0,Minor
ACC001123,18-05-2025,Morning,Kerala,Thrissur,State Road,Clear,Two-Wheeler,26,No,No,63,2,0,Minor
ACC001124,23-09-2022,Night,Gujarat,Surat,City Road,Clear,Car,44,No,NA,39,4,0,Major
ACC001125,19-09-2023,Morning,Maharashtra,Nashik,Highway,Rainy,Two-Wheeler,36,No,No,70,3,0,Minor
ACC001126,28-03-2024,Morning,Maharashtra,Mumbai,City Road,Clear,Two-Wheeler,61,No,No,23,0,0,Property Damage
ACC001127,02-01-2024,Evening,Telangana,Warangal,Highway,Cloudy,Car,42,No,NA,56,9,1,Fatal
ACC001128,06-10-2024,Morning,Tamil Nadu,Chennai,Highway,Cloudy,Two-Wheeler,32,No,Yes,71,4,1,Fatal
ACC001129,22-08-2024,Morning,Punjab,Jalandhar,State Road,Rainy,Two-Wheeler,38,No,No,36,3,1,Fatal
ACC001130,20-12-2025,Morning,,East Delhi,State Road,,Two-Wheeler,35,No,Yes,64,1,1,Fatal
ACC001131,31-12-2025,Night,West Bengal,Siliguri,City Road,Cloudy,Two-Wheeler,21,No,Yes,63,0,0,Property Damage
ACC001132,28-01-2024,Night,,East Delhi,Flyover,Foggy,Car,61,No,NA,29,3,1,Fatal
ACC001133,06-06-2022,Night,Tamil Nadu,Coimbatore,City Road,Rainy,Pedestrian-Involved,57,Yes,NA,29,2,0,Major
ACC001134,28-11-2024,Night,Uttar Pradesh,Ghaziabad,Village Road,Clear,Car,34,No,NA,43,4,0,Minor
ACC001135,27-11-2025,Morning,Odisha,Cuttack,Highway,Cloudy,Pedestrian-Involved,45,Yes,NA,55,5,0,Major
ACC001136,24-04-2023,Evening,Chhattisgarh,Bilaspur,Village Road,Clear,Car,63,No,NA,33,2,0,Minor
ACC001137,07-11-2023,Afternoon,Himachal Pradesh,Dharamshala,City Road,Clear,Two-Wheeler,52,No,No,30,3,0,Minor
ACC001138,21-09-2023,Afternoon,Uttar Pradesh,Meerut,Highway,Clear,Auto-Rickshaw,32,No,NA,65,3,0,Minor
ACC001139,27-03-2022,Morning,Jharkhand,Ranchi,State Road,Cloudy,Two-Wheeler,35,No,No,59,0,0,Property Damage
ACC001140,17-09-2024,Night,Rajasthan,Udaipur,City Road,Rainy,Two-Wheeler,16,Yes,No,56,0,0,Property Damage
ACC001141,18-06-2023,Evening,Kerala,Kozhikode,Highway,Clear,Bicycle,46,No,NA,74,1,0,Minor
ACC001142,04-03-2025,Morning,Maharashtra,Aurangabad,Arterial Road,Clear,Car,52,No,NA,40,0,0,Property Damage
ACC001143,17-05-2025,Night,,Daman,Arterial Road,Clear,Auto-Rickshaw,52,No,NA,48,2,0,Major
ACC001144,29-04-2025,Afternoon,Uttar Pradesh,Varanasi,City Road,Cloudy,Two-Wheeler,45,No,Yes,35,1,0,Major
ACC001145,10-09-2023,Night,Uttarakhand,Haridwar,Arterial Road,Rainy,Truck,41,No,NA,45,0,0,Property Damage
ACC001146,30-04-2023,Night,Haryana,Gurugram,City Road,Clear,Two-Wheeler,23,No,Yes,65,2,0,Major
ACC001147,29-12-2024,Evening,Chhattisgarh,Raipur,Flyover,Cloudy,Two-Wheeler,40,No,Yes,55,3,0,Minor
ACC001148,27-03-2025,Afternoon,Odisha,Bhubaneswar,Arterial Road,,Auto-Rickshaw,28,No,NA,48,4,0,Minor
ACC001149,18-12-2023,Morning,Goa,Margao,State Road,Foggy,Two-Wheeler,43,No,No,54,6,1,Fatal
ACC001150,09-08-2025,Morning,Maharashtra,Nagpur,Highway,Cloudy,Truck,26,No,NA,47,3,0,Minor
ACC001151,11-08-2022,Evening,Uttar Pradesh,Ghaziabad,Arterial Road,Cloudy,Auto-Rickshaw,43,No,NA,38,3,1,Fatal
ACC001152,22-07-2025,Night,Bihar,Bhagalpur,State Road,Rainy,Auto-Rickshaw,53,Yes,NA,42,1,0,Minor
ACC001153,08-06-2022,Night,Rajasthan,Jaipur,City Road,Rainy,Two-Wheeler,41,No,No,35,3,0,Major
ACC001154,23-08-2022,Afternoon,Tamil Nadu,Chennai,Arterial Road,Clear,Two-Wheeler,40,No,Yes,43,1,0,Minor
ACC001155,26-02-2024,Afternoon,Maharashtra,Pune,City Road,Cloudy,Auto-Rickshaw,48,No,NA,45,7,0,Major
ACC001156,23-04-2022,Night,Kerala,Thrissur,City Road,Clear,Car,59,No,NA,45,0,0,Property Damage
ACC001157,29-03-2022,Morning,Tamil Nadu,Chennai,Village Road,Cloudy,Car,35,No,NA,65,3,0,Minor
ACC001158,01-01-2022,Night,Uttar Pradesh,Kanpur,City Road,Rainy,Two-Wheeler,,No,No,47,3,0,Major
ACC001159,07-10-2023,Afternoon,,New Delhi,Arterial Road,Rainy,Two-Wheeler,56,No,Yes,31,1,0,Minor
ACC001160,10-02-2025,Afternoon,Kerala,Kochi,City Road,Clear,Bicycle,45,No,NA,44,1,0,Major
ACC001161,27-02-2022,Night,,Chandigarh,State Road,Cloudy,Car,16,No,NA,59,3,1,Fatal
ACC001162,22-08-2024,Afternoon,,Jammu,Highway,Cloudy,Truck,27,No,NA,86,3,1,Fatal
ACC001163,02-05-2025,Morning,Maharashtra,Nashik,City Road,Clear,Two-Wheeler,46,No,Yes,41,3,2,Fatal
ACC001164,12-09-2022,Evening,Odisha,Cuttack,Arterial Road,Rainy,Two-Wheeler,31,No,Yes,41,1,0,Minor
ACC001165,14-08-2022,Evening,Bihar,Patna,State Road,Rainy,Car,55,Yes,NA,63,7,2,Fatal
ACC001166,28-06-2025,Morning,Punjab,Amritsar,Village Road,Rainy,Auto-Rickshaw,60,Yes,NA,53,2,1,Fatal
ACC001167,02-05-2025,Night,Tamil Nadu,Madurai,Highway,Clear,Two-Wheeler,28,No,Yes,45,2,0,Major
ACC001168,06-03-2024,Night,Maharashtra,Pune,Highway,Clear,Two-Wheeler,23,No,Yes,50,2,0,Minor
ACC001169,26-04-2025,Night,Tamil Nadu,Salem,Arterial Road,Clear,Car,31,Yes,NA,59,3,0,Major
ACC001170,04-06-2022,Morning,Bihar,Bhagalpur,State Road,Clear,Two-Wheeler,31,Yes,No,32,1,1,Fatal
ACC001171,12-08-2023,Afternoon,,Chandigarh,City Road,Rainy,Two-Wheeler,56,No,Yes,41,0,0,Property Damage
ACC001172,13-12-2024,Night,Punjab,Ludhiana,Highway,Clear,Car,23,No,NA,93,3,0,Major
ACC001173,13-01-2023,Morning,Odisha,Bhubaneswar,Arterial Road,Clear,Two-Wheeler,46,Yes,No,27,3,0,Major
ACC001174,04-01-2025,Morning,,Chandigarh,City Road,Foggy,Car,54,No,NA,33,1,0,Minor
ACC001175,08-01-2024,Night,Punjab,Ludhiana,City Road,Clear,Two-Wheeler,47,Yes,Yes,31,3,0,Minor
ACC001176,01-01-2025,Morning,Uttar Pradesh,Noida,Arterial Road,Foggy,Truck,42,No,NA,59,1,0,Minor
ACC001177,12-11-2023,Evening,Tripura,Agartala,State Road,Clear,Bus,34,No,NA,73,4,0,Minor
ACC001178,07-07-2023,Morning,Rajasthan,Jodhpur,City Road,Clear,Bus,60,No,NA,36,2,0,Minor
ACC001179,17-11-2022,Night,Uttar Pradesh,Kanpur,City Road,Clear,Truck,33,No,NA,48,1,0,Minor
ACC001180,04-11-2022,Evening,Andhra Pradesh,Visakhapatnam,State Road,Clear,Car,48,No,NA,54,1,0,Minor
ACC001181,03-01-2025,Night,,New Delhi,State Road,Foggy,Two-Wheeler,34,No,No,48,1,0,Minor
ACC001182,09-07-2022,Night,Karnataka,Mysuru,Village Road,Rainy,Car,16,Yes,NA,55,7,0,Major
ACC001183,24-05-2022,Morning,Gujarat,Vadodara,State Road,Clear,Two-Wheeler,32,No,No,76,2,0,Major
ACC001184,23-09-2022,Evening,Maharashtra,Pune,State Road,Clear,Truck,34,No,NA,31,0,0,Property Damage
ACC001185,22-09-2022,Morning,Uttar Pradesh,Lucknow,City Road,Clear,Two-Wheeler,,No,Yes,44,1,0,Minor
ACC001186,02-05-2025,Night,Tamil Nadu,Madurai,Village Road,Rainy,Two-Wheeler,27,No,Yes,44,8,1,Fatal
ACC001187,17-08-2023,Morning,Odisha,Rourkela,Highway,Rainy,Car,44,No,NA,83,4,1,Fatal
ACC001188,17-12-2025,Morning,Tripura,Agartala,City Road,Foggy,Car,46,No,NA,50,1,0,Minor
ACC001189,02-08-2022,Night,Maharashtra,Pune,Highway,Clear,Two-Wheeler,32,No,Yes,54,0,0,Property Damage
ACC001190,23-08-2024,Afternoon,Karnataka,Mysuru,City Road,Rainy,Car,32,No,NA,35,3,0,Minor
ACC001191,22-10-2023,Night,Madhya Pradesh,Bhopal,Village Road,Clear,Car,22,Yes,NA,36,1,0,Minor
ACC001192,10-08-2023,Morning,Uttar Pradesh,Noida,City Road,Rainy,Auto-Rickshaw,39,No,NA,44,7,0,Major
ACC001193,16-07-2025,Afternoon,Telangana,Nizamabad,Highway,Clear,Truck,54,No,NA,78,5,0,Minor
ACC001194,25-11-2025,Evening,Odisha,Rourkela,City Road,Clear,Two-Wheeler,54,No,Yes,39,2,0,Minor
ACC001195,13-07-2025,Morning,Haryana,Faridabad,Village Road,Clear,Bus,28,No,NA,48,1,0,Minor
ACC001196,14-10-2022,Morning,Rajasthan,Udaipur,Highway,Clear,Two-Wheeler,62,No,No,86,3,1,Fatal
ACC001197,19-11-2022,Morning,Telangana,Warangal,Village Road,Clear,Two-Wheeler,31,No,Yes,61,2,0,Minor
ACC001198,26-08-2024,Night,Tamil Nadu,Chennai,Highway,Rainy,Two-Wheeler,23,Yes,No,101,0,0,Property Damage
ACC001199,07-03-2023,Morning,Maharashtra,Pune,Village Road,Cloudy,Car,18,No,NA,45,4,0,Major
ACC001200,08-12-2024,Morning,,South Delhi,Arterial Road,Clear,Car,22,No,NA,59,1,0,Minor
ACC001201,21-04-2024,Morning,Jharkhand,Jamshedpur,City Road,Cloudy,Car,40,No,NA,45,2,0,Minor
ACC001202,26-03-2024,Morning,,East Delhi,City Road,Clear,Bus,33,No,NA,31,1,0,Minor
ACC001203,11-05-2025,Night,,East Delhi,Highway,Rainy,Car,28,Yes,NA,53,4,1,Fatal
ACC001204,06-11-2024,Night,Haryana,Gurugram,Arterial Road,Clear,Two-Wheeler,25,No,No,41,3,0,Minor
ACC001205,13-02-2022,Afternoon,,New Delhi,Highway,Clear,Car,22,No,NA,55,6,0,Major
ACC001206,24-03-2022,Afternoon,West Bengal,Howrah,City Road,Clear,Truck,24,No,NA,54,1,0,Minor
ACC001207,15-06-2024,Afternoon,Uttar Pradesh,Ghaziabad,State Road,Cloudy,Car,49,No,NA,46,0,0,Property Damage
ACC001208,11-12-2023,Evening,Uttar Pradesh,Noida,City Road,Rainy,Car,59,No,NA,48,2,0,Minor
ACC001209,18-01-2023,Morning,Tamil Nadu,Chennai,City Road,Clear,Car,60,No,NA,36,4,1,Fatal
ACC001210,13-09-2023,Night,Tamil Nadu,Chennai,City Road,Rainy,Car,45,No,NA,38,1,0,Minor
ACC001211,13-01-2025,Evening,Kerala,Kozhikode,Arterial Road,Cloudy,Two-Wheeler,30,No,Yes,52,2,0,Minor
ACC001212,08-05-2025,Evening,Odisha,Cuttack,City Road,Clear,Bus,27,No,NA,27,1,0,Minor
ACC001213,12-04-2024,Evening,Assam,Dibrugarh,City Road,Clear,Two-Wheeler,46,Yes,Yes,45,1,0,Major
ACC001214,30-07-2023,Morning,Bihar,Bhagalpur,City Road,Rainy,Two-Wheeler,33,No,Yes,46,2,0,Minor
ACC001215,04-02-2023,Morning,Maharashtra,Pune,Village Road,Clear,Truck,41,Yes,NA,56,6,0,Minor
ACC001216,06-02-2024,Morning,Chhattisgarh,Raipur,City Road,Clear,Bus,61,No,NA,32,0,0,Property Damage
ACC001217,19-04-2023,Night,Rajasthan,Udaipur,Highway,Clear,Car,39,No,NA,53,3,0,Major
ACC001218,17-04-2024,Morning,Uttar Pradesh,Varanasi,Flyover,Clear,Car,66,No,NA,56,4,0,Minor
ACC001219,23-09-2024,Night,Karnataka,Hubli,Highway,Cloudy,Pedestrian-Involved,21,Yes,NA,63,6,1,Fatal
ACC001220,21-04-2022,Night,Kerala,Kozhikode,City Road,Clear,Two-Wheeler,42,No,No,32,3,0,Major
ACC001221,02-01-2022,Night,Karnataka,Mangaluru,City Road,Clear,Two-Wheeler,40,No,Yes,43,3,0,Minor
ACC001222,08-11-2022,Evening,Assam,Guwahati,City Road,Clear,Car,23,Yes,NA,47,2,0,Minor
ACC001223,11-08-2025,Afternoon,Chhattisgarh,Raipur,State Road,Rainy,Car,46,No,NA,62,3,1,Fatal
ACC001224,13-08-2024,Morning,Odisha,Rourkela,Highway,Rainy,Car,56,No,NA,64,2,0,Minor
ACC001225,17-09-2022,Afternoon,Maharashtra,Aurangabad,Flyover,Cloudy,Bicycle,65,No,NA,50,4,1,Fatal
ACC001226,06-08-2025,Night,Assam,Guwahati,Highway,Rainy,Two-Wheeler,41,Yes,Yes,74,1,0,Minor
ACC001227,18-11-2023,Afternoon,Punjab,Jalandhar,Arterial Road,Clear,Two-Wheeler,16,Yes,Yes,56,6,1,Fatal
ACC001228,26-11-2023,Afternoon,Madhya Pradesh,Indore,Highway,Clear,Car,42,No,NA,84,1,0,Minor
ACC001229,05-10-2025,Morning,Haryana,Faridabad,Highway,Cloudy,Car,46,No,NA,59,2,0,Minor
ACC001230,10-04-2022,Morning,Gujarat,Rajkot,Arterial Road,Cloudy,Truck,33,No,NA,40,3,0,Major
ACC001231,12-11-2022,Evening,West Bengal,Durgapur,Highway,Clear,Bicycle,39,Yes,NA,76,1,0,Minor
ACC001232,23-05-2024,Night,Tamil Nadu,Chennai,City Road,Clear,Truck,30,No,NA,45,4,0,Major
ACC001233,18-10-2022,Morning,Andhra Pradesh,Visakhapatnam,State Road,Clear,Pedestrian-Involved,34,No,NA,44,1,0,Major
ACC001234,27-09-2024,Morning,Tamil Nadu,Tiruchirappalli,Highway,Cloudy,Two-Wheeler,49,No,Yes,46,2,0,Minor
ACC001235,11-11-2022,Morning,Maharashtra,Aurangabad,Flyover,Clear,Two-Wheeler,54,No,No,42,3,0,Major
ACC001236,12-06-2022,Morning,Maharashtra,Mumbai,State Road,Cloudy,Two-Wheeler,19,No,Yes,65,2,0,Major
ACC001237,02-11-2022,Night,,East Delhi,State Road,Clear,Truck,29,No,NA,51,2,0,Minor
ACC001238,18-09-2023,Evening,Karnataka,Mysuru,City Road,Clear,Two-Wheeler,16,No,Yes,54,1,0,Minor
ACC001239,23-09-2022,Morning,Rajasthan,Udaipur,Arterial Road,Rainy,Two-Wheeler,60,No,No,36,1,0,Minor
ACC001240,30-07-2022,Morning,Kerala,Thiruvananthapuram,Village Road,Cloudy,Two-Wheeler,47,No,Yes,48,3,1,Fatal
ACC001241,27-06-2025,Morning,,South Delhi,Arterial Road,Foggy,Two-Wheeler,16,No,No,41,2,0,Major
ACC001242,28-04-2023,Night,Telangana,Nizamabad,City Road,Cloudy,Car,35,No,NA,49,0,0,Property Damage
