Accident_ID,Date,Year,Month,Day,Day_of_Week,Time,Quarter,State,District,Region,Urban_Rural,Highway_Type,Road_Type,Weather,Visibility,Road_Condition,Light_Condition,Traffic_Density,Vehicle_Type,Number_of_Vehicles,Driver_Age,Driver_Gender,Driver_Experience_Years,Speed_Limit,Estimated_Speed,Helmet_Used,Seatbelt_Used,Alcohol_Involved,Mobile_Phone_Usage,Accident_Cause,Collision_Type,Severity,Number_of_Casualties,Number_of_Fatalities,Number_of_Injured,Emergency_Response_Time_Minutes,Hospital_Nearby,Vehicle_Damage_Cost,Insurance_Claim,FIR_Registered,Hit_and_Run,Festival_Season,Holiday,Rainfall_mm,Temperature,Latitude,Longitude
ACC101892,06-05-2024,2024,5,6,Monday,17:47,Q2,Rajasthan,Rajasthan_District-7,North,Rural,Village Road,Junction,Clear,Good,Dry,Daylight,High,Car,2,46,Male,17,30,42,N/A,No,No,No,Overtaking,Multi-Vehicle Pileup,Serious,5,0,5,36,Yes,71571,Yes,Yes,No,No,No,0.1,14.6,26.9914,74.3337
ACC101864,26-12-2024,2024,12,26,Thursday,04:55,Q4,Assam,Assam_District-8,Northeast,Urban,Expressway,Bridge,Clear,Good,Dry,Night - No Streetlight,Moderate,Auto-Rickshaw,3,23,Male,2,100,110,N/A,N/A,No,No,Wrong Side Driving,Vehicle Rollover,Fatal,4,1,3,26,No,147655,No,Yes,No,No,No,2.3,16,25.1404,92.7511
ACC100139,14-09-2023,2023,9,14,Thursday,09:09,Q3,Tamil Nadu,Tamil_District-6,South,Urban,National Highway,Roundabout,Stormy,Poor,Wet,Daylight,High,Car,2,34,Male,,80,83,N/A,No,No,No,Overtaking,Vehicle Rollover,Serious,7,1,6,,,41493,No,Yes,Yes,No,No,3.3,24.8,11.0398,78.5314
ACC100164,06-02-2023,2023,2,6,Monday,17:28,Q1,West Bengal,West_District-7,East,Rural,Village Road,Straight Road,Clear,Good,Dry,Daylight,High,Car,2,44,Male,19,30,42,N/A,No,No,Yes,Overspeeding,Multi-Vehicle Pileup,Serious,2,1,1,20,Yes,44234,Yes,Yes,Yes,No,No,0.3,24.3,22.9147,87.324
ACC101700,29-03-2023,2023,3,29,Wednesday,11:31,Q1,Madhya Pradesh,Madhya_District-5,Central,Rural,Village Road,Straight Road,Rainy,Poor,Potholes,Daylight,Moderate,Two-Wheeler,3,38,Male,17,30,29,Yes,N/A,No,No,Drunk Driving,Hit and Run,Minor,1,0,1,37,Yes,24467,Yes,No,No,No,No,4.3,22.5,23.0993,78.9537
ACC101383,13-04-2024,2024,4,13,Saturday,19:41,Q2,Assam,Assam_District-2,Northeast,Urban,State Highway,Flyover,Clear,Good,Dry,Night - Streetlight,High,Two-Wheeler,3,31,Male,9,60,43,Yes,N/A,No,No,Wrong Side Driving,Head-on Collision,Serious,7,1,6,39,Yes,101221,Yes,Yes,Yes,No,No,0.9,37.4,25.7852,91.9519
ACC100961,30-09-2024,2024,9,30,Monday,20:48,Q3,Tamil Nadu,Tamil_District-1,South,Urban,Village Road,Bridge,Clear,Good,Under Construction,Night - Streetlight,High,Two-Wheeler,2,25,Female,3,30,29,Yes,N/A,No,No,Wrong Side Driving,Side Collision,Minor,1,0,1,14,No,4731,Yes,No,No,No,No,0.2,24,10.8423,78.197
ACC101375,13-10-2024,2024,10,13,Sunday,10:43,Q4,Tamil Nadu,Tamil_District-3,South,Urban,National Highway,Roundabout,Clear,Good,Potholes,Daylight,High,Auto-Rickshaw,1,36,Male,15,80,98,N/A,N/A,No,No,Poor Road Condition,Pedestrian Hit,Minor,1,0,1,20,Yes,17294,No,No,No,No,No,0.6,24.3,11.8555,78.4808
ACC101840,15-12-2024,2024,12,15,Sunday,09:26,Q4,Delhi,Delhi_District-7,North,Urban,National Highway,Bridge,,Good,Under Construction,Daylight,Moderate,Two-Wheeler,1,50,Female,,80,81,Yes,N/A,No,No,Wrong Side Driving,Head-on Collision,Serious,1,0,1,24,Yes,48592,No,Yes,No,No,No,0.2,14.3,27.8868,77.1775
ACC101299,28-03-2024,2024,3,28,Thursday,21:41,Q1,Andhra Pradesh,Andhra_District-5,South,Rural,Expressway,Curve/Bend,Clear,Good,Dry,Night - No Streetlight,Very High,Car,1,18,Male,0,100,57,N/A,Yes,No,Yes,Poor Road Condition,Head-on Collision,Serious,3,0,3,27,Yes,38310,Yes,Yes,No,Yes,No,0.4,,16.8811,79.8199
ACC100634,14-09-2024,2024,9,14,Saturday,17:52,Q3,Jharkhand,Jharkhand_District-1,East,Urban,State Highway,Flyover,Rainy,Poor,Potholes,Daylight,Very High,Two-Wheeler,2,27,Male,0,60,56,Yes,N/A,No,No,Fatigue/Sleepy Driving,Rear-end Collision,Minor,1,0,1,22,Yes,11713,No,No,No,No,No,8.4,27.9,23.0484,84.5658
ACC101134,29-09-2023,2023,9,29,Friday,17:21,Q3,Tamil Nadu,Tamil_District-4,South,Urban,City Road,Straight Road,Foggy,Very Poor,Dry,Daylight,Very High,Truck,5,37,Female,13,40,34,N/A,N/A,No,No,Overspeeding,Side Collision,Minor,3,0,3,26,Yes,18399,No,Yes,No,No,Yes,1.1,12.3,11.6527,77.9502
ACC100656,21-05-2024,2024,5,21,Tuesday,03:44,Q2,Madhya Pradesh,Madhya_District-5,Central,Urban,City Road,Bridge,Clear,Good,Under Construction,Night - No Streetlight,Low,Auto-Rickshaw,1,32,Female,11,40,44,N/A,N/A,No,No,Signal Jumping,Side Collision,Serious,2,0,2,26,Yes,82554,Yes,Yes,No,No,No,0.2,25.9,22.8348,77.6337
ACC100017,20-03-2023,2023,3,20,Monday,19:03,Q1,Odisha,Odisha_District-4,East,Rural,Village Road,Bridge,Clear,Good,Under Construction,Night - Streetlight,Very High,Auto-Rickshaw,2,45,Female,22,30,26,N/A,N/A,No,No,Overtaking,Head-on Collision,Minor,3,0,3,21,Yes,15800,Yes,Yes,No,No,No,1.2,23.8,21.0059,84.9776
ACC101555,14-12-2023,2023,12,14,Thursday,19:10,Q4,Maharashtra,Maharashtra_District-4,West,Urban,State Highway,Roundabout,Clear,Good,Dry,Night - Streetlight,Low,Two-Wheeler,4,,Male,0,60,75,Yes,N/A,No,No,Mobile Phone Usage,Vehicle Rollover,Minor,2,0,2,28,Yes,12819,Yes,No,No,No,Yes,0,22.5,20.1544,76.1247
ACC101590,09-06-2024,2024,6,9,Sunday,23:12,Q2,Goa,Goa_District-2,West,Urban,National Highway,Roundabout,Clear,Good,Dry,Night - Streetlight,Very High,Auto-Rickshaw,1,18,Male,0,80,46,N/A,N/A,No,Yes,Mobile Phone Usage,Side Collision,Minor,0,0,0,28,Yes,21929,No,No,No,No,No,2.1,34.4,14.7828,73.9531
ACC100138,03-04-2024,2024,4,3,Wednesday,08:40,Q2,Uttar Pradesh,Uttar_District-1,North,Rural,City Road,Curve/Bend,Clear,Good,Under Construction,Daylight,Very High,Two-Wheeler,3,29,Female,6,40,37,Yes,N/A,No,No,Overspeeding,Rear-end Collision,Serious,3,0,3,5,No,33552,No,Yes,Yes,No,No,6.3,27.2,26.0867,80.4783
ACC101171,28-04-2024,2024,4,28,Sunday,10:56,Q2,Kerala,Kerala_District-2,South,Urban,National Highway,Roundabout,Clear,Good,,Daylight,Moderate,Two-Wheeler,2,21,Male,0,80,106,Yes,N/A,No,No,Wrong Side Driving,Side Collision,Fatal,3,2,1,33,No,176785,Yes,Yes,No,No,No,4.1,30.3,10.4481,76.7284
ACC100698,05-09-2024,2024,9,5,Thursday,01:47,Q3,Rajasthan,Rajasthan_District-4,North,Rural,City Road,Curve/Bend,Foggy,Very Poor,Wet,Night - Streetlight,High,Auto-Rickshaw,1,31,Male,6,40,58,N/A,N/A,No,No,Overtaking,Rear-end Collision,Fatal,5,3,2,21,,194334,Yes,Yes,No,No,No,0.5,19.6,26.902,72.9152
ACC101838,07-01-2023,2023,1,7,Saturday,22:47,Q1,Delhi,Delhi_District-8,North,Rural,National Highway,Straight Road,Rainy,Poor,Potholes,Night - Streetlight,Low,Two-Wheeler,1,36,Female,11,80,105,Yes,N/A,No,No,Fatigue/Sleepy Driving,Vehicle Rollover,Fatal,4,3,1,37,No,52051,Yes,Yes,No,No,No,2,15.4,28.851,77.4317
ACC100449,02-07-2024,2024,7,2,Tuesday,22:49,Q3,Uttar Pradesh,Uttar_District-7,North,Rural,City Road,Straight Road,Clear,Good,Dry,Night - No Streetlight,Low,Tractor,5,53,Male,29,40,32,N/A,N/A,No,No,Overtaking,Hit and Run,Minor,2,0,2,41,No,18239,No,Yes,No,No,No,0.6,21.3,26.2061,81.6345
ACC101808,02-05-2023,2023,5,2,Tuesday,22:25,Q2,Andhra Pradesh,Andhra_District-1,South,Urban,State Highway,Flyover,Clear,Good,Dry,Night - Streetlight,Very High,Car,1,35,Male,10,60,92,N/A,Yes,No,No,Overspeeding,Hit and Run,Serious,4,0,4,28,,40909,Yes,Yes,No,No,No,4.8,21.4,15.9027,79.4203
ACC100328,17-04-2024,2024,4,17,Wednesday,07:06,Q2,Madhya Pradesh,Madhya_District-7,Central,Urban,Village Road,Straight Road,Rainy,Poor,Potholes,Daylight,Low,Two-Wheeler,5,47,Male,,30,43,No,N/A,No,No,Overspeeding,Head-on Collision,Serious,1,0,1,19,No,70135,Yes,Yes,No,No,No,2.1,19.8,23.3275,79.2948
ACC100318,04-10-2024,2024,10,4,Friday,21:42,Q4,Kerala,Kerala_District-8,South,Urban,State Highway,Bridge,Clear,Good,Dry,Night - No Streetlight,High,Bus,2,34,Male,,60,64,N/A,N/A,No,No,Overspeeding,Hit and Run,Minor,2,0,2,35,Yes,12209,Yes,Yes,No,No,No,2.6,20.6,9.9038,75.2596
ACC101458,02-07-2023,2023,7,2,Sunday,22:32,Q3,Tamil Nadu,Tamil_District-1,South,Urban,City Road,Straight Road,Foggy,Very Poor,Dry,Night - No Streetlight,Low,Two-Wheeler,3,33,Male,7,40,37,No,N/A,No,Yes,Mobile Phone Usage,Side Collision,Serious,4,0,4,17,Yes,96503,Yes,Yes,No,No,No,1.3,28.4,11.5713,79.2549
ACC100527,16-09-2023,2023,9,16,Saturday,20:36,Q3,Tamil Nadu,Tamil_District-6,South,Rural,City Road,Straight Road,Clear,Good,Dry,Night - No Streetlight,High,Auto-Rickshaw,3,47,Male,25,40,35,N/A,N/A,Yes,No,Drunk Driving,Vehicle Rollover,Serious,4,0,4,20,No,47920,Yes,Yes,No,No,No,4.6,27.3,11.4835,78.4614
ACC100088,16-12-2024,2024,12,16,Monday,19:15,Q4,Haryana,Haryana_District-7,North,Urban,National Highway,Roundabout,Clear,Good,Dry,Night - Streetlight,High,Car,2,24,Male,5,80,73,N/A,Yes,No,No,Fog/Low Visibility,Side Collision,Minor,1,0,1,33,Yes,6667,Yes,No,No,No,No,0.1,16.9,29.2049,76.0922
ACC101460,01-04-2023,2023,4,1,Saturday,20:46,Q2,Karnataka,Karnataka_District-6,South,Rural,State Highway,Roundabout,Clear,Good,Dry,Night - No Streetlight,Very High,Two-Wheeler,3,39,Male,15,60,90,Yes,N/A,No,No,Wrong Side Driving,Vehicle Rollover,Serious,4,1,3,58,Yes,77984,No,Yes,No,No,No,0.1,32.5,14.4986,75.3119
ACC100149,05-11-2024,2024,11,5,Tuesday,03:48,Q4,Bihar,Bihar_District-1,East,Rural,State Highway,Flyover,Foggy,Very Poor,Dry,Night - No Streetlight,Low,Two-Wheeler,2,29,Male,9,60,62,No,N/A,Yes,No,Drunk Driving,Side Collision,Fatal,3,2,1,42,Yes,125620,No,Yes,No,No,No,1,26.8,26.5395,85.4052
ACC101548,03-04-2024,2024,4,3,Wednesday,20:37,Q2,Tamil Nadu,Tamil_District-1,South,Urban,State Highway,Bridge,Rainy,Poor,Potholes,Night - Streetlight,Moderate,Auto-Rickshaw,2,56,Female,34,60,66,N/A,N/A,No,Yes,Mobile Phone Usage,Head-on Collision,Serious,3,0,3,5,Yes,95648,Yes,Yes,No,No,No,28.9,23.5,10.5608,78.6961
ACC101154,29-10-2024,2024,10,29,Tuesday,19:24,Q4,Maharashtra,Maharashtra_District-4,West,Urban,National Highway,Flyover,Clear,Good,Dry,Night - Streetlight,Moderate,Two-Wheeler,3,49,Female,29,80,113,No,N/A,No,No,Drunk Driving,Multi-Vehicle Pileup,Fatal,1,1,0,13,Yes,196937,Yes,Yes,No,No,No,2.7,27.9,19.8683,75.9345
ACC101617,07-11-2024,2024,11,7,Thursday,09:05,Q4,Uttar Pradesh,Uttar_District-8,North,Urban,Village Road,Roundabout,Clear,Good,Dry,Daylight,High,Car,2,29,Male,8,30,49,N/A,No,No,No,Brake Failure,Pedestrian Hit,Serious,3,0,3,11,Yes,81743,No,Yes,No,No,No,1.5,32.2,27.2561,81.7355
ACC100366,06-03-2024,2024,3,6,Wednesday,20:27,Q1,Madhya Pradesh,Madhya_District-1,Central,Urban,National Highway,Straight Road,Clear,Good,Wet,Night - No Streetlight,Very High,Truck,1,36,Male,11,80,110,N/A,N/A,No,No,Overtaking,Vehicle Rollover,Fatal,4,2,2,43,Yes,73865,No,Yes,No,Yes,No,3.3,19.3,23.3594,78.3091
ACC100590,28-05-2023,2023,5,28,Sunday,18:41,Q2,Madhya Pradesh,Madhya_District-4,Central,Urban,National Highway,Roundabout,Clear,Good,Dry,Dusk/Dawn,Moderate,Car,3,37,Male,11,80,98,N/A,No,No,No,Overspeeding,Vehicle Rollover,Minor,1,0,1,5,Yes,19364,No,Yes,No,No,No,3.8,26.7,23.9986,79.3382
ACC101442,14-06-2024,2024,6,14,Friday,18:25,Q2,Karnataka,Karnataka_District-6,South,Rural,Expressway,Junction,Clear,Good,Potholes,Dusk/Dawn,High,Two-Wheeler,2,18,Male,0,100,92,Yes,N/A,No,No,Mobile Phone Usage,Hit and Run,Serious,3,1,2,12,Yes,45648,No,Yes,No,No,No,0,30.7,15.4676,75.1428
ACC100199,12-07-2023,2023,7,12,Wednesday,18:48,Q3,Tamil Nadu,Tamil_District-5,South,Urban,State Highway,Junction,Cloudy,Moderate,Dry,Dusk/Dawn,High,Truck,2,38,Male,15,60,56,N/A,N/A,No,No,Signal Jumping,Pedestrian Hit,Serious,4,1,3,45,No,75064,Yes,Yes,No,No,No,0.3,27.5,11.6105,79.0354
ACC101809,23-12-2024,2024,12,23,Monday,20:15,Q4,Karnataka,Karnataka_District-8,South,Rural,Expressway,Roundabout,Rainy,Poor,Wet,Night - No Streetlight,Very High,Two-Wheeler,2,25,Male,5,100,138,No,N/A,No,No,Wrong Side Driving,Head-on Collision,Fatal,2,2,0,22,Yes,299271,No,Yes,No,No,No,13.8,,14.5893,75.9211
ACC100193,03-04-2024,2024,4,3,Wednesday,03:42,Q2,Maharashtra,Maharashtra_District-6,West,Rural,Expressway,Bridge,Clear,Good,Under Construction,Night - Streetlight,Moderate,Truck,2,23,Male,1,100,91,N/A,N/A,No,No,Drunk Driving,Pedestrian Hit,Minor,2,0,2,9,Yes,7748,No,Yes,No,No,No,0.7,38.3,20.5175,74.5624
ACC100405,15-08-2023,2023,8,15,Tuesday,21:35,Q3,Maharashtra,Maharashtra_District-6,West,Rural,Village Road,Junction,Stormy,Poor,Under Construction,Night - Streetlight,Low,Bicycle,5,35,Male,14,30,47,N/A,N/A,No,No,Mobile Phone Usage,Pedestrian Hit,Fatal,5,1,4,,,172111,Yes,Yes,No,No,No,2,28.1,20.8175,75.983
ACC101502,29-07-2024,2024,7,29,Monday,17:29,Q3,Rajasthan,Rajasthan_District-1,North,Urban,City Road,Junction,Rainy,Poor,Wet,Daylight,Very High,Car,3,36,Male,15,40,38,N/A,Yes,No,No,Fatigue/Sleepy Driving,Side Collision,Serious,1,0,1,21,Yes,31329,No,Yes,Yes,No,No,15.4,,27.7793,74.0532
ACC101893,30-10-2024,2024,10,30,Wednesday,11:17,Q4,Punjab,Punjab_District-8,North,Urban,City Road,Curve/Bend,Clear,Good,Dry,Daylight,High,Two-Wheeler,2,,Male,0,40,45,No,N/A,No,No,Mobile Phone Usage,Vehicle Rollover,Serious,5,1,4,42,Yes,30893,Yes,Yes,No,No,No,1.9,32.3,32.2333,76.0648
ACC100484,03-07-2023,2023,7,3,Monday,19:44,Q3,Madhya Pradesh,Madhya_District-8,Central,Urban,National Highway,Curve/Bend,Rainy,Poor,Wet,Night - No Streetlight,Moderate,Two-Wheeler,3,61,Male,38,80,85,No,N/A,No,Yes,Mobile Phone Usage,Side Collision,Fatal,2,2,0,10,Yes,184982,Yes,Yes,Yes,No,No,7.5,29.8,23.6686,78.4122
ACC101447,14-12-2024,2024,12,14,Saturday,23:14,Q4,Madhya Pradesh,Madhya_District-8,Central,Rural,Village Road,Flyover,Cloudy,Moderate,Dry,Night - Streetlight,Low,Bus,2,37,Female,13,30,34,N/A,N/A,No,Yes,Overspeeding,Rear-end Collision,Minor,0,0,0,32,Yes,15160,Yes,Yes,No,No,No,1.4,15.9,23.7439,78.0113
ACC100792,13-11-2023,2023,11,13,Monday,11:52,Q4,Karnataka,Karnataka_District-1,South,Urban,Expressway,Curve/Bend,Cloudy,Moderate,Dry,Daylight,Moderate,Two-Wheeler,4,35,Male,16,100,101,No,N/A,Yes,No,Drunk Driving,Multi-Vehicle Pileup,Serious,2,0,2,34,Yes,22351,No,Yes,No,Yes,No,0.2,32.9,15.8346,76.6742
ACC100800,19-02-2024,2024,2,19,Monday,21:53,Q1,Punjab,Punjab_District-1,North,Rural,National Highway,Roundabout,Foggy,Very Poor,Dry,Night - No Streetlight,Moderate,Truck,3,18,Male,0,80,113,N/A,N/A,No,No,Pedestrian Crossing Negligence,Pedestrian Hit,Fatal,2,1,1,15,Yes,249537,Yes,Yes,Yes,No,No,3.4,17.4,31.1808,74.9123
ACC100385,31-08-2023,2023,8,31,Thursday,22:13,Q3,Manipur,Manipur_District-4,Northeast,Urban,National Highway,Bridge,Rainy,Poor,Oil Spill,Night - Streetlight,High,Two-Wheeler,2,34,Male,12,80,57,No,N/A,No,Yes,Mobile Phone Usage,Head-on Collision,Serious,2,0,2,23,Yes,38359,Yes,Yes,No,No,No,14.8,30,24.0693,93.6753
ACC100751,16-04-2023,2023,4,16,Sunday,21:26,Q2,Odisha,Odisha_District-8,East,Rural,National Highway,Roundabout,Cloudy,Moderate,Dry,Night - No Streetlight,Very High,Two-Wheeler,2,46,Male,24,80,98,Yes,N/A,Yes,No,Drunk Driving,Hit and Run,Fatal,4,4,0,22,Yes,125629,Yes,Yes,Yes,No,No,1,32.6,20.3189,86.0218
ACC100423,29-11-2023,2023,11,29,Wednesday,09:41,Q4,Goa,Goa_District-7,West,Rural,Village Road,Curve/Bend,Clear,Good,Wet,Daylight,Moderate,Car,3,44,Male,23,30,30,N/A,Yes,No,No,Overtaking,Hit and Run,Minor,2,0,2,24,Yes,14572,Yes,No,No,Yes,No,0.6,22.4,14.373,73.6928
ACC100315,01-09-2023,2023,9,1,Friday,19:45,Q3,Punjab,Punjab_District-1,North,Urban,National Highway,Straight Road,Foggy,Very Poor,Potholes,Night - Streetlight,Very High,Two-Wheeler,1,64,Male,42,80,105,Yes,N/A,No,No,Pedestrian Crossing Negligence,Side Collision,Fatal,1,1,0,29,Yes,2000,No,Yes,No,No,No,0.3,34.6,29.9025,76.2116
ACC101022,30-06-2024,2024,6,30,Sunday,16:15,Q2,Telangana,Telangana_District-1,South,Rural,National Highway,Junction,Clear,Good,Potholes,Daylight,High,Car,3,19,Male,0,80,111,N/A,No,No,No,Fog/Low Visibility,Head-on Collision,Fatal,5,2,3,22,Yes,68077,No,Yes,No,No,No,2.1,,18.3334,79.2518
ACC100544,27-01-2023,2023,1,27,Friday,06:42,Q1,Jammu and Kashmir,Jammu_District-7,North,Urban,National Highway,Bridge,Rainy,Poor,Wet,Dusk/Dawn,High,Two-Wheeler,1,30,Male,11,80,83,No,N/A,No,No,Poor Road Condition,Vehicle Rollover,Serious,1,0,1,23,Yes,124359,Yes,Yes,No,No,Yes,22,17.4,32.9458,76.3673
ACC100914,16-12-2024,2024,12,16,Monday,05:59,Q4,Kerala,Kerala_District-5,South,Rural,City Road,Straight Road,Foggy,Very Poor,Dry,Night - No Streetlight,Low,Car,3,38,Male,18,40,59,N/A,Yes,No,Yes,Mobile Phone Usage,Pedestrian Hit,Fatal,5,4,1,8,Yes,100333,No,Yes,No,No,No,0.5,10.7,9.9164,77.0401
ACC100663,18-09-2023,2023,9,18,Monday,03:33,Q3,Jharkhand,Jharkhand_District-6,East,Rural,City Road,Bridge,Clear,Good,Dry,Night - No Streetlight,Very High,Two-Wheeler,3,41,Female,18,40,46,Yes,N/A,Yes,No,Drunk Driving,Rear-end Collision,Serious,3,0,3,15,Yes,56969,Yes,Yes,No,No,No,0.8,16.1,22.5315,85.851
ACC100903,30-04-2023,2023,4,30,Sunday,21:37,Q2,Tamil Nadu,Tamil_District-2,South,Urban,National Highway,Junction,Clear,Good,Under Construction,Night - Streetlight,High,Two-Wheeler,2,37,Male,15,80,97,Yes,N/A,No,Yes,Overtaking,Side Collision,Minor,1,0,1,25,No,19980,Yes,No,No,No,No,0.5,30.6,11.3151,80.5201
ACC101337,25-07-2023,2023,7,25,Tuesday,20:49,Q3,Uttar Pradesh,Uttar_District-2,North,Urban,National Highway,Straight Road,Cloudy,Moderate,Dry,Night - Streetlight,Moderate,Two-Wheeler,1,28,Female,8,80,82,No,N/A,Yes,No,Drunk Driving,Vehicle Rollover,Serious,3,0,3,26,Yes,81855,Yes,Yes,No,No,No,0.4,22.9,26.7633,81.007
ACC100686,23-04-2024,2024,4,23,Tuesday,04:33,Q2,Karnataka,Karnataka_District-6,South,Urban,State Highway,Flyover,Rainy,Poor,Wet,Night - No Streetlight,Low,Car,2,44,Male,20,60,79,N/A,Yes,Yes,No,Drunk Driving,Multi-Vehicle Pileup,Fatal,2,2,0,18,No,127264,No,Yes,No,No,No,0.9,33.9,15.539,76.7766
ACC101602,26-10-2024,2024,10,26,Saturday,09:00,Q4,Punjab,Punjab_District-3,North,Urban,Village Road,Bridge,Clear,Good,Dry,Daylight,Very High,Car,2,34,Male,14,30,31,N/A,Yes,No,No,Overtaking,Multi-Vehicle Pileup,Minor,2,0,2,34,Yes,14721,No,No,No,No,No,1.3,21.6,30.5411,74.8217
ACC100160,30-03-2023,2023,3,30,Thursday,21:40,Q1,Maharashtra,Maharashtra_District-5,West,Urban,Village Road,Straight Road,Clear,Good,Potholes,Night - No Streetlight,High,Bus,1,18,Male,0,30,28,N/A,N/A,No,No,Pedestrian Crossing Negligence,Rear-end Collision,Serious,2,0,2,43,Yes,61356,Yes,Yes,No,No,No,0.6,21.6,19.0558,74.563
ACC101000,12-08-2023,2023,8,12,Saturday,17:21,Q3,West Bengal,West_District-3,East,Urban,City Road,Bridge,Rainy,Poor,Wet,Daylight,High,Truck,3,24,Male,2,40,45,N/A,N/A,No,No,Signal Jumping,Vehicle Rollover,Serious,5,0,5,23,Yes,62887,Yes,Yes,No,No,No,18.4,16.4,22.7438,87.7403
ACC101245,23-06-2023,2023,6,23,Friday,17:04,Q2,Karnataka,Karnataka_District-3,South,Urban,State Highway,Bridge,Clear,Good,Dry,Daylight,High,Two-Wheeler,1,33,Male,12,60,88,Yes,N/A,No,No,Fog/Low Visibility,Pedestrian Hit,Serious,3,0,3,19,No,62471,Yes,Yes,No,No,No,1.2,34,15.4446,75.4153
ACC101696,10-10-2023,2023,10,10,Tuesday,22:37,Q4,Madhya Pradesh,Madhya_District-3,Central,Urban,Village Road,Straight Road,Clear,Good,Dry,Night - No Streetlight,Moderate,Pedestrian-Involved,1,39,Female,18,30,35,N/A,N/A,No,No,Pedestrian Crossing Negligence,Vehicle Rollover,Minor,3,0,3,39,Yes,13386,Yes,No,No,No,No,0.1,28.9,24.2457,79.2498
ACC100203,11-10-2024,2024,10,11,Friday,22:51,Q4,Punjab,Punjab_District-1,North,Rural,State Highway,Roundabout,Cloudy,Moderate,Wet,Night - Streetlight,High,Car,5,32,Male,11,60,49,N/A,Yes,No,No,Fatigue/Sleepy Driving,Head-on Collision,Minor,3,0,3,44,Yes,14525,No,No,No,No,No,0.9,17.6,31.9539,75.0642
ACC101024,01-11-2024,2024,11,1,Friday,06:49,Q4,Rajasthan,Rajasthan_District-5,North,Rural,State Highway,Roundabout,Cloudy,Moderate,Wet,Dusk/Dawn,Low,Two-Wheeler,2,37,Male,17,60,71,Yes,N/A,Yes,Yes,Drunk Driving,Multi-Vehicle Pileup,Minor,0,0,0,27,Yes,11740,Yes,No,No,No,No,0,20.5,27.4803,74.5553
ACC101462,19-01-2024,2024,1,19,Friday,17:50,Q1,Maharashtra,Maharashtra_District-2,West,Rural,Village Road,Junction,Clear,Good,Under Construction,Daylight,High,Car,4,41,Male,16,30,42,N/A,Yes,No,No,Pedestrian Crossing Negligence,Head-on Collision,Serious,5,1,4,41,Yes,45087,Yes,Yes,No,No,No,0.4,12.8,21.1182,76.7931
ACC101135,22-04-2023,2023,4,22,Saturday,22:59,Q2,Andhra Pradesh,Andhra_District-3,South,Urban,City Road,Roundabout,Cloudy,Moderate,,Night - Streetlight,High,Two-Wheeler,1,46,Male,23,40,49,No,N/A,No,Yes,Overspeeding,Head-on Collision,Minor,3,0,3,21,Yes,16292,Yes,No,Yes,No,No,0.1,20.6,15.8947,80.1269
ACC100113,02-01-2024,2024,1,2,Tuesday,22:37,Q1,Haryana,Haryana_District-7,North,Rural,City Road,Straight Road,Clear,Good,Oil Spill,Night - Streetlight,Moderate,Auto-Rickshaw,3,26,Male,3,40,48,N/A,N/A,No,No,Wrong Side Driving,Multi-Vehicle Pileup,Minor,1,0,1,11,Yes,21241,No,No,No,No,No,0.5,11.7,30.0663,76.4953
ACC101726,08-10-2023,2023,10,8,Sunday,21:27,Q4,Meghalaya,Meghalaya_District-4,Northeast,Urban,State Highway,Curve/Bend,Rainy,Poor,Wet,Night - Streetlight,High,Two-Wheeler,1,37,Male,9,60,75,Yes,N/A,No,Yes,Overspeeding,Side Collision,Minor,0,0,0,25,Yes,13280,Yes,Yes,No,No,No,5.8,24.6,25.7911,90.3154
ACC100981,15-08-2023,2023,8,15,Tuesday,14:52,Q3,Jharkhand,Jharkhand_District-2,East,Rural,State Highway,Curve/Bend,,Good,Potholes,Daylight,Moderate,Two-Wheeler,2,37,Female,13,60,99,Yes,N/A,No,Yes,Mobile Phone Usage,Rear-end Collision,Serious,7,1,6,26,Yes,94618,Yes,Yes,No,No,Yes,0.8,21,23.2233,85.0535
ACC100923,31-08-2023,2023,8,31,Thursday,05:53,Q3,Uttarakhand,Uttarakhand_District-6,North,Urban,State Highway,Roundabout,Clear,Good,Dry,Night - Streetlight,Low,Bicycle,2,37,Female,14,60,76,N/A,N/A,No,No,Drunk Driving,Head-on Collision,Serious,3,1,2,5,Yes,103870,Yes,Yes,No,No,No,1.7,26.1,29.2522,79.7262
ACC101852,18-07-2023,2023,7,18,Tuesday,20:59,Q3,Maharashtra,Maharashtra_District-7,West,Urban,City Road,Junction,Rainy,Poor,Dry,Night - No Streetlight,High,Tractor,4,41,Male,15,40,45,N/A,N/A,No,No,Overtaking,Hit and Run,Fatal,3,2,1,47,No,127024,No,Yes,No,No,No,60.7,27.5,20.2248,75.3118
ACC101516,03-09-2023,2023,9,3,Sunday,10:16,Q3,Odisha,Odisha_District-5,East,Urban,Expressway,Bridge,Clear,Good,Dry,Daylight,Very High,Truck,2,18,Female,0,100,100,N/A,N/A,No,No,Drunk Driving,Multi-Vehicle Pileup,Minor,0,0,0,16,Yes,13838,Yes,No,No,No,No,0.5,23.7,22.4655,84.9493
